Bentley,Bentayga Hybrid Mulliner,A sustainable luxury SUV with plug-in hybrid technology and Mulliner's bespoke features,V6 Hybrid,254 km/h,5.3 seconds,456 HP,160000-200000,2023,Made in the UK,Electric-only mode,Un SUV durable alliant technologie hybride rechargeable et finitions sur mesure de Mulliner,Un SUV di lusso sostenibile con tecnologia ibrida plug-in e dettagli personalizzati Mulliner,Un SUV de lujo sostenible con tecnología híbrida enchufable y toques artesanales de Mulliner,Um SUV de luxo sustentável com tecnologia híbrida plug-in e acabamentos exclusivos da Mulliner,Ein nachhaltiges Luxus-SUV mit Plug-in-Hybrid-Technologie und maßgeschneiderten Mulliner-Details,Mode 100 % électrique,Modalità solo elettrica,Modo 100% eléctrico,Modo totalmente elétrico,Reiner Elektromodus
Bentley,Bacalar,A limited-edition open-air two-seater grand tourer handcrafted by Mulliner,W12,322 km/h,3.5 seconds,659 HP,1900000-2000000,2023,Made in the UK,Coachbuilt exclusivity,"Un grand tourisme biplace à ciel ouvert, en édition limitée, façonné à la main par Mulliner","Una gran turismo biposto a cielo aperto in edizione limitata, costruita a mano da Mulliner","Un gran turismo biplaza a cielo abierto, de edición limitada, hecho a mano por Mulliner","Um grand tourer biplace ao ar livre, de edição limitada, feito à mão pela Mulliner","Ein offener zweisitziger Grand Tourer in limitierter Auflage, handgefertigt von Mulliner",Exclusivité carrossée à la main,Esclusività artigianale (coachbuilt),Exclusividad artesanal (coachbuilt),Exclusividade artesanal (coachbuilt),Handgefertigte Exklusivität (Coachbuilt)
Bentley,Batur Convertible,A limited-production convertible grand tourer with Mulliner's bespoke craftsmanship,W12,330 km/h,3.7 seconds,740 HP,2000000-2200000,2023,Made in the UK,Open-top exclusivity,"Un grand tourisme cabriolet en série limitée, doté du savoir-faire artisanal de Mulliner",Una gran turismo cabriolet in serie limitata con l’artigianalità su misura di Mulliner,Un gran turismo cabriolet de producción limitada con artesanía a medida de Mulliner,Um grand tourer conversível de produção limitada com o artesanato sob medida da Mulliner,Ein Cabrio-Grand-Tourer in Kleinserie mit Mulliners Handwerkskunst,Exclusivité cabriolet,Esclusività open-top,Exclusividad descapotable,Exclusividade conversível,Exklusivität im Cabrio-Stil
Lamborghini,Revuelto,Lamborghini's first plug-in hybrid V12 supercar combining electrification with iconic performance,V12 Hybrid,350 km/h,2.5 seconds,1015 HP,500000-600000,2023,Made in Italy,High Performance Electrified Vehicle (HPEV),"La première supercar V12 hybride rechargeable de Lamborghini, alliant électrification et performance légendaire","La prima supercar V12 ibrida plug-in di Lamborghini, che unisce elettrificazione e prestazioni iconiche",El primer superdeportivo V12 híbrido enchufable de Lamborghini que combina electrificación y rendimiento icónico,"O primeiro supercarro V12 híbrido plug-in da Lamborghini, combinando eletrificação com desempenho icônico","Lamborghinis erster Plug-in-Hybrid-V12-Supersportwagen, der Elektrifizierung mit ikonischer Performance verbindet",Véhicule électrifié haute performance (HPEV),Veicolo Elettrificato ad Alte Prestazioni (HPEV),Vehículo Híbrido de Alto Rendimiento (HPEV),Veículo Eletrificado de Alta Performance (HPEV),Hochleistungs-Elektrofahrzeug (HPEV)
Lamborghini,Temerario,Successor to the Huracán featuring a twin-turbo V8 hybrid powertrain,V8 Hybrid,330 km/h,2.8 seconds,920 HP,250000-300000,2025,Made in Italy,Advanced hybrid technology,"La remplaçante de la Huracán, équipée d’un V8 biturbo hybride",L’erede della Huracán con motore V8 biturbo ibrido,El sucesor del Huracán con tren motriz híbrido V8 biturbo,O sucessor do Huracán com motorização híbrida V8 biturbo,Der Nachfolger des Huracán mit einem V8-Biturbo-Hybridantrieb,Technologie hybride avancée,Tecnologia ibrida avanzata,Tecnología híbrida avanzada,Tecnologia híbrida avançada,Fortschrittliche Hybridtechnologie
Lamborghini,Huracan Tecnica,A refined version of the Huracán with improved aerodynamics and rear-wheel drive,V10,325 km/h,3.2 seconds,640 HP,250000-270000,2023,Made in Italy,Enhanced aerodynamics,"Une version raffinée de la Huracán, avec une aérodynamique améliorée et propulsion arrière",Una versione raffinata della Huracán con aerodinamica migliorata e trazione posteriore,Una versión refinada del Huracán con mejor aerodinámica y tracción trasera,Uma versão refinada do Huracán com aerodinâmica aprimorada e tração traseira,Eine verfeinerte Version des Huracán mit verbesserter Aerodynamik und Hinterradantrieb,Aérodynamique améliorée,Aerodinamica migliorata,Aerodinámica mejorada,Aerodinâmica aprimorada,Verbesserte Aerodynamik
Lamborghini,Huracan STO,A track-focused Huracán variant with aggressive styling and performance,V10,310 km/h,3.0 seconds,640 HP,300000-320000,2023,Made in Italy,Super Trofeo Omologata,"Une variante de la Huracán axée sur la piste, au design agressif et aux performances accrues","Una variante della Huracán orientata alla pista, con design aggressivo e prestazioni elevate","Una variante del Huracán enfocada en la pista, con diseño agresivo y alto rendimiento","Uma variante do Huracán focada em pista, com design agressivo e alto desempenho",Eine rennstreckenorientierte Huracán-Variante mit aggressivem Design und Performance-Fokus,Super Trofeo Homologué (Omologata),Super Trofeo Omologata,Super Trofeo Homologata,Super Trofeo Homologata,Super Trofeo Homologata
Lamborghini,Huracan Sterrato,An off-road capable Huracán with raised suspension and rugged features,V10,260 km/h,3.4 seconds,610 HP,270000-290000,2023,Made in Italy,All-terrain supercar,"Une Huracán tout-terrain, dotée d’une suspension surélevée et d’équipements robustes",Una Huracán adatta all’off-road con sospensioni rialzate e dettagli robusti,"Un Huracán con capacidad todoterreno, suspensión elevada y detalles robustos",Um Huracán off-road com suspensão elevada e características robustas,Ein geländetauglicher Huracán mit erhöhter Federung und robusten Merkmalen,Supercar tout-terrain,Supercar fuoristrada,Superdeportivo todoterreno,Supercarro off-road,Allrad-Supersportwagen
Lamborghini,Huracan STJ,Final edition of the Huracán with exclusive features and limited production,V10,310 km/h,3.0 seconds,640 HP,350000-370000,2024,Made in Italy,Limited to 10 units,"L’édition finale de la Huracán, avec des caractéristiques exclusives et une production limitée",Edizione finale della Huracán con caratteristiche esclusive e produzione limitata,Edición final del Huracán con características exclusivas y producción limitada,"A edição final do Huracán, com recursos exclusivos e produção limitada",Die finale Huracán-Edition mit exklusiven Details und limitierter Produktion,Limitée à 10 exemplaires,Edizione limitata a 10 unità,Limitado a 10 unidades,Limitado a 10 unidades,Limitiert auf 10 Exemplare
Lamborghini,Urus S,The standard version of Lamborghini's luxury SUV with versatile performance,V8,305 km/h,3.6 seconds,666 HP,200000-220000,2023,Made in Italy,Super SUV,"La version standard du SUV de luxe Lamborghini, combinant polyvalence et performance",La versione standard del SUV di lusso Lamborghini con prestazioni versatili,La versión estándar del SUV de lujo de Lamborghini con rendimiento versátil,"A versão padrão do SUV de luxo da Lamborghini, com desempenho versátil",Die Standardversion von Lamborghinis Luxus-SUV mit vielseitiger Performance,Super SUV,Super SUV,Super SUV,Super SUV,Super SUV
Lamborghini,Urus Performante,A performance-oriented Urus variant with reduced weight and enhanced dynamics,V8,306 km/h,3.3 seconds,666 HP,220000-240000,2023,Made in Italy,Lightweight design,"Une version de l’Urus orientée performance, allégée et plus dynamique","Una versione dell’Urus orientata alle prestazioni, con peso ridotto e dinamica migliorata",Variante del Urus orientada al rendimiento con menor peso y mayor dinamismo,"Variante do Urus orientada ao desempenho, com menor peso e dinâmica aprimorada",Eine sportlichere Urus-Version mit reduziertem Gewicht und verbessertem Handling,Conception allégée,Design leggero,Diseño ligero,Design leve,Leichtbauweise
Lamborghini,Urus SE,The plug-in hybrid version of the Urus combining performance with efficiency,V8 Hybrid,300 km/h,3.5 seconds,800 HP,230000-250000,2024,Made in Italy,Plug-in hybrid SUV,"La version hybride rechargeable de l’Urus, alliant efficacité et puissance","La versione ibrida plug-in dell’Urus, che unisce efficienza e potenza",La versión híbrida enchufable del Urus que combina potencia y eficiencia,"A versão híbrida plug-in do Urus, combinando eficiência e potência","Die Plug-in-Hybrid-Version des Urus, die Leistung mit Effizienz verbindet",SUV hybride rechargeable,SUV ibrido plug-in,SUV híbrido enchufable,SUV híbrido plug-in,Plug-in-Hybrid-SUV
Ferrari,12Cilindri,A modern grand tourer celebrating Ferrari's V12 heritage,V12,340 km/h,2.9 seconds,830 HP,400000-450000,2024,Made in Italy,Clamshell bonnet design,Un grand tourisme moderne célébrant l’héritage V12 de Ferrari,Una moderna gran turismo che celebra l’eredità V12 di Ferrari,Un gran turismo moderno que celebra la herencia V12 de Ferrari,Um grand tourer moderno que celebra a herança do V12 da Ferrari,"Ein moderner Grand Tourer, der Ferraris V12-Erbe feiert",Capot avant en coquille (clamshell),Cofano a conchiglia (clamshell),Capó tipo concha (clamshell),Capô tipo concha (clamshell),Klapphaubendesign (Clamshell Bonnet)
Ferrari,12Cilindri Spider,Convertible version of the 12Cilindri with open-air driving experience,V12,340 km/h,2.9 seconds,830 HP,420000-470000,2024,Made in Italy,Retractable hardtop,La version cabriolet de la 12Cilindri pour une expérience de conduite à ciel ouvert,La versione cabriolet della 12Cilindri per un’esperienza di guida a cielo aperto,La versión descapotable del 12Cilindri para disfrutar de la conducción al aire libre,"A versão conversível do 12Cilindri, proporcionando uma experiência a céu aberto",Die Cabrio-Version des 12Cilindri für pures Open-Air-Fahren,Toit rigide escamotable,Tetto rigido retrattile,Techo rígido retráctil,Teto rígido retrátil,Versenkbares Hardtop
Ferrari,296 GTB,Mid-engine plug-in hybrid sports car combining performance and efficiency,V6 Hybrid,330 km/h,2.9 seconds,830 HP,320000-350000,2023,Made in Italy,Plug-in hybrid powertrain,"Une sportive hybride rechargeable à moteur central, alliant performance et efficacité",Una sportiva ibrida plug-in a motore centrale che unisce prestazioni ed efficienza,Un deportivo híbrido enchufable de motor central que combina potencia y eficiencia,"Um carro esportivo híbrido plug-in de motor central, que combina desempenho e eficiência","Ein Mittelmotorsportwagen mit Plug-in-Hybridtechnik, der Performance und Effizienz vereint",Groupe motopropulseur hybride rechargeable,Sistema ibrido plug-in,Sistema de propulsión híbrido enchufable,Trem de força híbrido plug-in,Plug-in-Hybrid-Antrieb
Ferrari,296 GTS,Convertible variant of the 296 GTB offering open-top driving,V6 Hybrid,330 km/h,2.9 seconds,830 HP,340000-370000,2023,Made in Italy,Retractable hardtop,La version cabriolet de la 296 GTB pour une conduite à ciel ouvert,La variante cabriolet della 296 GTB per una guida all’aperto,Variante descapotable del 296 GTB que ofrece una experiencia abierta,"Variante conversível do 296 GTB, oferecendo condução ao ar livre",Cabrio-Variante des 296 GTB für offenes Fahrvergnügen,Toit rigide rétractable,Tetto rigido retrattile,Techo rígido retráctil,Teto rígido retrátil,Versenkbares Hardtop
Ferrari,812 Competizione,Limited-edition track-focused version of the 812 Superfast,V12,340 km/h,2.8 seconds,830 HP,500000-550000,2023,Made in Italy,Enhanced aerodynamics,"Une version en édition limitée de la 812 Superfast, axée sur la piste",Una versione limitata e orientata alla pista della 812 Superfast,Versión limitada y centrada en la pista del 812 Superfast,Versão de edição limitada e focada em pista do 812 Superfast,"Eine limitierte, rennstreckenorientierte Version des 812 Superfast",Aérodynamique optimisée,Aerodinamica ottimizzata,Aerodinámica optimizada,Aerodinâmica otimizada,Optimierte Aerodynamik
Ferrari,812 Competizione A,Open-top version of the 812 Competizione with similar performance,V12,340 km/h,2.8 seconds,830 HP,520000-570000,2023,Made in Italy,Targa roof design,"La version découvrable de la 812 Competizione, avec des performances similaires","La versione scoperta della 812 Competizione, con prestazioni simili",Versión descapotable del 812 Competizione con prestaciones similares,Versão conversível do 812 Competizione com desempenho semelhante,Offene Variante des 812 Competizione mit gleichwertiger Leistung,Design de toit Targa,Tetto Targa,Diseño de techo tipo Targa,Design de teto Targa,Targa-Dachdesign
Ferrari,Daytona SP3,Limited-production hypercar inspired by Ferrari's 1960s prototypes,V12,340 km/h,2.85 seconds,829 HP,2200000-2300000,2023,Made in Italy,Icona series design,"Une hypercar en série limitée, inspirée des prototypes Ferrari des années 1960",Una hypercar in edizione limitata ispirata ai prototipi Ferrari degli anni ’60,Hypercar de edición limitada inspirada en los prototipos de Ferrari de los años 60,Um hypercar de edição limitada inspirado nos protótipos da Ferrari dos anos 60,"Ein Hypercar in Kleinserie, inspiriert von Ferraris Prototypen der 1960er Jahre",Design de la série Icona,Design della serie Icona,Diseño de la serie Icona,Design da série Icona,Design der Icona-Serie
Ferrari,F80,Successor to the LaFerrari featuring advanced hybrid technology,V6 Hybrid,350 km/h,2.15 seconds,1200 HP,3100000-3200000,2025,Made in Italy,F1-inspired hybrid system,"La successeure de la LaFerrari, dotée d’une technologie hybride de pointe",L’erede della LaFerrari con tecnologia ibrida avanzata,El sucesor del LaFerrari con tecnología híbrida avanzada,O sucessor do LaFerrari com tecnologia híbrida avançada,Der Nachfolger des LaFerrari mit modernster Hybridtechnologie,Système hybride inspiré de la F1,Sistema ibrido ispirato alla F1,Sistema híbrido inspirado en la F1,Sistema híbrido inspirado na F1,F1-inspiriertes Hybridsystem
Ferrari,Purosangue,Ferrari's first SUV combining performance with practicality,V12,310 km/h,3.3 seconds,715 HP,390000-430000,2023,Made in Italy,Four-door configuration,"Le premier SUV Ferrari, alliant performance et praticité","Il primo SUV Ferrari, che combina prestazioni e praticità","El primer SUV de Ferrari, que combina rendimiento y practicidad","O primeiro SUV da Ferrari, combinando desempenho e praticidade","Ferraris erstes SUV, das Leistung mit Alltagstauglichkeit kombiniert",Configuration à quatre portes,Configurazione a quattro porte,Configuración de cuatro puertas,Configuração de quatro portas,Viertürige Konfiguration
Ferrari,Roma,Elegant front-engine grand tourer with timeless design,V8,320 km/h,3.4 seconds,620 HP,250000-270000,2023,Made in Italy,Minimalist interior,Un élégant grand tourisme à moteur avant au design intemporel,Un’elegante gran turismo con motore anteriore e design senza tempo,Un gran turismo de motor delantero con diseño atemporal,Um elegante grand tourer com motor dianteiro e design atemporal,Ein eleganter Frontmotor-Grand-Tourer mit zeitlosem Design,Intérieur minimaliste,Interni minimalisti,Interior minimalista,Interior minimalista,Minimalistisches Interieur
Ferrari,Roma Spider,Convertible version of the Roma offering open-air luxury,V8,320 km/h,3.4 seconds,620 HP,270000-290000,2023,Made in Italy,Soft-top roof,"La version cabriolet de la Roma, synonyme de luxe à ciel ouvert","La versione cabriolet della Roma, sinonimo di lusso a cielo aperto",Versión descapotable del Roma que ofrece lujo a cielo abierto,"A versão conversível do Roma, oferecendo luxo a céu aberto",Die Cabrio-Version des Roma – Luxus unter freiem Himmel,Toit souple,Tetto in tela,Techo de lona,Teto de tecido,Stoffverdeck
Ferrari,SF90 Stradale,Ferrari's first series-production plug-in hybrid supercar,V8 Hybrid,340 km/h,2.5 seconds,1000 HP,500000-550000,2023,Made in Italy,All-wheel drive,La première supercar hybride rechargeable de série chez Ferrari,La prima supercar ibrida plug-in di serie di Ferrari,El primer superdeportivo híbrido enchufable de producción de Ferrari,O primeiro supercarro híbrido plug-in de produção da Ferrari,Ferraris erster Serien-Plug-in-Hybrid-Supersportwagen,Transmission intégrale,Trazione integrale,Tracción total,Tração integral,Allradantrieb
Ferrari,SF90 Spider,Convertible variant of the SF90 Stradale with similar performance,V8 Hybrid,340 km/h,2.5 seconds,1000 HP,520000-570000,2023,Made in Italy,Retractable hardtop,"La version cabriolet de la SF90 Stradale, offrant des performances équivalentes",La versione cabriolet della SF90 Stradale con prestazioni equivalenti,Versión descapotable del SF90 Stradale con igual rendimiento,Variante conversível do SF90 Stradale com desempenho equivalente,Cabrio-Variante des SF90 Stradale mit gleichwertiger Leistung,Toit rigide rétractable,Tetto rigido retrattile,Techo rígido retráctil,Teto rígido retrátil,Versenkbares Hardtop
Ferrari,SF90 XX Stradale,Track-focused version of the SF90 Stradale with enhanced performance,V8 Hybrid,340 km/h,2.3 seconds,1030 HP,600000-650000,2024,Made in Italy,Limited to 799 units,"Une version axée sur la piste de la SF90 Stradale, avec des performances optimisées",Una variante da pista della SF90 Stradale con prestazioni migliorate,Variante centrada en la pista del SF90 Stradale con mayor rendimiento,Versão de pista do SF90 Stradale com desempenho aprimorado,Rennstreckenorientierte Variante des SF90 Stradale mit verbesserter Performance,Limitée à 799 exemplaires,Edizione limitata a 799 unità,Limitado a 799 unidades,Limitado a 799 unidades,Limitiert auf 799 Exemplare
Ferrari,SF90 XX Spider,Open-top variant of the SF90 XX Stradale offering similar capabilities,V8 Hybrid,340 km/h,2.3 seconds,1030 HP,620000-670000,2024,Made in Italy,Limited to 599 units,"La version ouverte de la SF90 XX Stradale, offrant des capacités similaires",La versione aperta della SF90 XX Stradale con capacità simili,Versión abierta del SF90 XX Stradale con capacidades equivalentes,Variante aberta do SF90 XX Stradale com capacidades semelhantes,Offene Version des SF90 XX Stradale mit ähnlicher Performance,Limitée à 599 exemplaires,Edizione limitata a 599 unità,Limitado a 599 unidades,Limitado a 599 unidades,Limitiert auf 599 Exemplare
AstonMartin,Vantage,A dynamic sports car offering thrilling performance and refined design,V8,314 km/h,3.4 seconds,665 HP,191000-210000,2025,Made in the UK,Enhanced infotainment system,Une voiture de sport dynamique offrant des performances grisantes et un design raffiné,Una sportiva dinamica che unisce prestazioni entusiasmanti e design raffinato,Un deportivo dinámico que ofrece rendimiento emocionante y diseño refinado,Um carro esportivo dinâmico que oferece desempenho emocionante e design refinado,Ein dynamischer Sportwagen mit aufregender Leistung und elegantem Design,Système d’infodivertissement amélioré,Sistema di infotainment avanzato,Sistema de infoentretenimiento mejorado,Sistema de infoentretenimento avançado,Verbesserte Infotainment-Systeme
AstonMartin,Vantage Roadster,Convertible variant of the Vantage providing open-air exhilaration,V8,314 km/h,3.5 seconds,665 HP,200000-220000,2025,Made in the UK,Retractable soft-top,"La version cabriolet de la Vantage, procurant le frisson de la conduite à ciel ouvert",La versione cabriolet della Vantage per un’esperienza di guida a cielo aperto,Variante descapotable del Vantage que ofrece emoción al aire libre,"Variante conversível do Vantage, proporcionando emoção ao ar livre",Cabrio-Variante des Vantage mit offenem Fahrspaß,Toit souple rétractable,Capote retrattile,Capota retráctil,Capota retrátil,Versenkbares Stoffverdeck
AstonMartin,DB12,A luxurious grand tourer combining elegance with powerful performance,V8,325 km/h,3.5 seconds,671 HP,245000-265000,2025,Made in the UK,Advanced driver assistance systems,Un grand tourisme luxueux alliant élégance et puissance,Una gran turismo lussuosa che unisce eleganza e potenza,Un gran turismo de lujo que combina elegancia y potencia,Um grand tourer luxuoso que combina elegância e potência,"Ein luxuriöser Grand Tourer, der Eleganz und Kraft vereint",Systèmes avancés d’aide à la conduite,Sistemi avanzati di assistenza alla guida,Sistemas avanzados de asistencia al conductor,Sistemas avançados de assistência ao motorista,Erweiterte Fahrerassistenzsysteme
AstonMartin,DB12 Volante,Open-top version of the DB12 offering grand touring with the sky above,V8,325 km/h,3.6 seconds,671 HP,260000-280000,2025,Made in the UK,Retractable soft-top,La version cabriolet de la DB12 pour un grand tourisme à ciel ouvert,La versione cabriolet della DB12 per un turismo grandioso sotto il cielo,Versión descapotable del DB12 que ofrece turismo de lujo bajo el cielo,"A versão conversível do DB12, oferecendo turismo de luxo sob o céu",Die Cabrio-Version des DB12 – Grand Touring unter freiem Himmel,Toit souple rétractable,Capote retrattile,Capota retráctil,Capota retrátil,Versenkbares Stoffverdeck
AstonMartin,DBX707,A high-performance luxury SUV blending versatility with Aston Martin's signature style,V8,310 km/h,3.3 seconds,697 HP,197000-242000,2025,Made in the UK,Adaptive triple-chamber air suspension,Un SUV de luxe performant combinant polyvalence et style emblématique d’Aston Martin,Un SUV di lusso ad alte prestazioni che combina versatilità e stile Aston Martin,Un SUV de lujo de alto rendimiento que combina versatilidad y estilo Aston Martin,Um SUV de luxo de alto desempenho que combina versatilidade com o estilo Aston Martin,"Ein Hochleistungs-SUV, das Vielseitigkeit mit Aston Martins Stil verbindet",Suspension pneumatique adaptative à trois chambres,Sospensioni pneumatiche adattive a tre camere,Suspensión neumática adaptativa de tres cámaras,Suspensão pneumática adaptativa de três câmaras,Adaptive Luftfederung mit drei Kammern
AstonMartin,Valhalla,A mid-engine hybrid supercar delivering cutting-edge performance and technology,V8 Hybrid,350 km/h,2.5 seconds,1012 HP,800000-1000000,2025,Made in the UK,Carbon fibre monocoque chassis,Une supercar hybride à moteur central offrant des performances et une technologie de pointe,Una supercar ibrida a motore centrale con tecnologia e prestazioni all’avanguardia,Un superdeportivo híbrido de motor central con tecnología avanzada,Um supercarro híbrido de motor central com tecnologia e desempenho de ponta,Ein Hybrid-Supersportwagen mit Mittelmotor und modernster Technik,Châssis monocoque en fibre de carbone,Telaio monoscocca in fibra di carbonio,Chasis monocasco de fibra de carbono,Chassi monocoque de fibra de carbono,Monocoque-Chassis aus Kohlefaser
AstonMartin,Valkyrie,A hypercar engineered with Formula 1 technology for the ultimate driving experience,V12 Hybrid,354 km/h,2.5 seconds,1140 HP,3000000-3500000,2025,Made in the UK,Active aerodynamics,Une hypercar conçue avec la technologie F1 pour une expérience de conduite ultime,Una hypercar progettata con tecnologia di Formula 1 per un’esperienza di guida estrema,Un hypercar diseñado con tecnología de Fórmula 1 para una experiencia de conducción definitiva,Um hypercar projetado com tecnologia da Fórmula 1 para a experiência de condução definitiva,Ein Hypercar mit Formel-1-Technologie für das ultimative Fahrerlebnis,Aérodynamique active,Aerodinamica attiva,Aerodinámica activa,Aerodinâmica ativa,Aktive Aerodynamik
